date,AAPL,MSFT,TSLA
2016-06-01,22.64,47.55,14.64
2016-06-02,22.47,47.21,14.6
2016-06-03,22.51,46.59,14.6
2016-06-06,22.68,46.9,14.71
2016-06-07,22.77,46.87,15.49
2016-06-08,22.75,46.82,15.7
2016-06-09,22.91,46.44,15.29
2016-06-10,22.72,46.31,14.59
2016-06-13,22.38,45.11,14.52
2016-06-14,22.41,44.83,14.33
2016-06-15,22.33,44.7,14.51
2016-06-16,22.43,45.33,14.53
2016-06-17,21.92,45.1,14.36
2016-06-20,21.86,45.04,14.65
2016-06-21,22.05,46.05,14.64
2016-06-22,21.97,45.87,13.11
2016-06-23,22.09,46.7,13.09
2016-06-24,21.47,44.83,12.88
2016-06-27,21.16,43.57,13.24
2016-06-28,21.52,44.48,13.45
2016-06-29,21.7,45.47,14.01
2016-06-30,21.98,46.03,14.15
2016-07-01,22.05,46.02,14.43
2016-07-05,21.84,46.03,14.27
2016-07-06,21.96,46.22,14.3
2016-07-07,22.06,46.22,14.4
2016-07-08,22.23,47.05,14.45
2016-07-11,22.3,47.31,14.99
2016-07-12,22.4,47.87,14.98
2016-07-13,22.27,48.14,14.84
2016-07-14,22.71,48.35,14.77
2016-07-15,22.71,48.31,14.69
2016-07-18,22.95,48.54,15.08
2016-07-19,22.96,47.76,15.02
2016-07-20,22.98,50.3,15.22
2016-07-21,22.86,50.2,14.7
2016-07-22,22.68,50.89,14.82
2016-07-25,22.38,51.04,15.33
2016-07-26,22.23,51.06,15.3
2016-07-27,23.67,50.55,15.23
2016-07-28,23.99,50.57,15.37
2016-07-29,23.96,50.99,15.65
2016-08-01,24.38,50.9,15.33
2016-08-02,24.02,50.9,15.15
2016-08-03,24.32,51.25,15.05
2016-08-04,24.47,51.63,15.37
2016-08-05,24.84,52.14,15.34
2016-08-08,25.05,52.23,15.08
2016-08-09,25.15,52.36,15.27
2016-08-10,24.96,52.2,15.04
2016-08-11,24.95,52.45,14.99
2016-08-12,25.01,52.12,15.04
2016-08-15,25.31,52.29,15.04
2016-08-16,25.28,52.0,14.91
2016-08-17,25.25,52.11,14.88
2016-08-18,25.21,52.14,14.9
2016-08-19,25.28,52.16,15.0
2016-08-22,25.08,52.21,14.86
2016-08-23,25.16,52.41,14.99
2016-08-24,24.97,52.46,14.84
2016-08-25,24.86,52.66,14.73
2016-08-26,24.72,52.53,14.67
2016-08-29,24.69,52.6,14.35
2016-08-30,24.5,52.41,14.09
2016-08-31,24.52,52.02,14.13
2016-09-01,24.67,52.13,13.38
2016-09-02,24.9,52.21,13.19
2016-09-06,24.89,52.15,13.52
2016-09-07,25.05,52.2,13.45
2016-09-08,24.39,51.99,13.16
2016-09-09,23.84,50.89,12.96
2016-09-12,24.37,51.65,13.22
2016-09-13,24.95,51.17,13.07
2016-09-14,25.84,50.93,13.09
2016-09-15,26.71,51.77,13.36
2016-09-16,26.56,51.83,13.69
2016-09-19,26.25,51.54,13.76
2016-09-20,26.25,51.43,13.64
2016-09-21,26.25,52.29,13.68
2016-09-22,26.49,52.34,13.76
2016-09-23,26.05,51.99,13.83
2016-09-26,26.09,51.51,13.93
2016-09-27,26.14,52.46,13.72
2016-09-28,26.34,52.53,13.75
2016-09-29,25.93,51.96,13.38
2016-09-30,26.13,52.14,13.6
2016-10-03,26.01,51.98,14.25
2016-10-04,26.12,51.82,14.09
2016-10-05,26.13,52.18,13.9
2016-10-06,26.33,52.27,13.4
2016-10-07,26.36,52.32,13.11
2016-10-10,26.82,52.54,13.4
2016-10-11,26.88,51.77,13.34
2016-10-12,27.12,51.7,13.43
2016-10-13,27.04,51.53,13.35
2016-10-14,27.19,51.98,13.1
2016-10-17,27.17,51.8,12.93
2016-10-18,27.15,52.2,13.27
2016-10-19,27.07,52.08,13.57
2016-10-20,27.06,51.83,13.27
2016-10-21,26.95,54.01,13.34
2016-10-24,27.19,55.22,13.52
2016-10-25,27.33,55.21,13.49
2016-10-26,26.72,54.89,13.48
2016-10-27,26.46,54.41,13.6
2016-10-28,26.29,54.2,13.33
2016-10-31,26.24,54.24,13.18
2016-11-01,25.77,54.13,12.72
2016-11-02,25.79,53.8,12.53
2016-11-03,25.52,53.6,12.49
2016-11-04,25.29,53.15,12.7
2016-11-07,25.65,54.7,12.88
2016-11-08,25.8,54.74,13.0
2016-11-09,25.76,54.47,12.67
2016-11-10,25.04,53.14,12.36
2016-11-11,25.19,53.43,12.57
2016-11-14,24.56,52.61,12.1
2016-11-15,24.89,53.65,12.25
2016-11-16,25.56,54.36,12.26
2016-11-17,25.55,55.26,12.58
2016-11-18,25.57,54.99,12.33
2016-11-21,25.96,55.46,12.3
2016-11-22,25.98,55.7,12.74
2016-11-23,25.84,55.04,12.88
2016-11-25,25.97,55.16,13.11
2016-11-28,25.92,55.23,13.07
2016-11-29,25.9,55.67,12.64
2016-11-30,25.68,54.91,12.63
2016-12-01,25.44,53.95,12.13
2016-12-02,25.53,53.99,12.1
2016-12-05,25.35,54.88,12.45
2016-12-06,25.55,54.63,12.39
2016-12-07,25.8,55.92,12.88
2016-12-08,26.05,55.6,12.82
2016-12-09,26.48,56.47,12.81
2016-12-12,26.32,56.65,12.83
2016-12-13,26.76,57.39,13.21
2016-12-14,26.76,57.12,13.25
2016-12-15,26.91,57.03,13.17
2016-12-16,26.95,56.77,13.5
2016-12-19,27.1,57.97,13.52
2016-12-20,27.17,57.9,13.92
2016-12-21,27.2,57.9,13.85
2016-12-22,27.02,57.91,13.9
2016-12-23,27.07,57.63,14.22
2016-12-27,27.24,57.66,14.64
2016-12-28,27.13,57.4,14.65
2016-12-29,27.12,57.32,14.31
2016-12-30,26.91,56.63,14.25
2017-01-03,26.99,57.03,14.47
2017-01-04,26.96,56.77,15.13
2017-01-05,27.09,56.77,15.12
2017-01-06,27.4,57.26,15.27
2017-01-09,27.65,57.08,15.42
2017-01-10,27.67,57.06,15.32
2017-01-11,27.82,57.58,15.32
2017-01-12,27.71,57.05,15.31
2017-01-13,27.66,57.14,15.85
2017-01-17,27.88,56.98,15.71
2017-01-18,27.88,56.95,15.89
2017-01-19,27.83,56.77,16.25
2017-01-20,27.88,57.17,16.32
2017-01-23,27.9,57.37,16.59
2017-01-24,27.87,57.88,16.97
2017-01-25,28.32,58.03,16.96
2017-01-26,28.33,58.57,16.83
2017-01-27,28.33,59.94,16.86
2017-01-30,28.26,59.35,16.71
2017-01-31,28.2,58.91,16.8
2017-02-01,29.91,57.94,16.62
2017-02-02,29.86,57.56,16.77
2017-02-03,29.99,58.03,16.76
2017-02-06,30.27,57.99,17.18
2017-02-07,30.56,57.8,17.17
2017-02-08,30.68,57.72,17.47
2017-02-09,30.9,58.38,17.95
2017-02-10,30.83,58.32,17.95
2017-02-13,31.1,58.98,18.71
2017-02-14,31.51,59.2,18.73
2017-02-15,31.62,59.16,18.65
2017-02-16,31.58,59.15,17.93
2017-02-17,31.67,59.24,18.15
2017-02-21,31.9,59.12,18.49
2017-02-22,31.99,59.0,18.23
2017-02-23,31.86,59.24,17.07
2017-02-24,31.89,59.24,17.13
2017-02-27,31.95,58.88,16.42
2017-02-28,31.97,58.65,16.67
2017-03-01,32.62,59.53,16.67
2017-03-02,32.43,58.68,16.7
2017-03-03,32.62,58.9,16.77
2017-03-06,32.51,58.92,16.75
2017-03-07,32.56,59.04,16.57
2017-03-08,32.43,59.58,16.46
2017-03-09,32.36,59.34,16.33
2017-03-10,32.47,59.53,16.25
2017-03-13,32.48,59.32,16.41
2017-03-14,32.43,59.05,17.2
2017-03-15,32.78,59.36,17.05
2017-03-16,32.83,59.26,17.47
2017-03-17,32.67,59.47,17.43
2017-03-20,33.01,59.53,17.46
2017-03-21,32.63,58.87,16.71
2017-03-22,33.0,59.62,17.0
2017-03-23,32.88,59.47,16.99
2017-03-24,32.82,59.57,17.54
2017-03-27,32.87,59.68,18.01
2017-03-28,33.56,59.86,18.5
2017-03-29,33.63,60.02,18.49
2017-03-30,33.59,60.24,18.53
2017-03-31,33.52,60.38,18.55
2017-04-03,33.53,60.09,19.9
2017-04-04,33.78,60.26,20.25
2017-04-05,33.61,60.1,19.67
2017-04-06,33.52,60.26,19.91
2017-04-07,33.45,60.21,20.17
2017-04-10,33.41,60.08,20.83
2017-04-11,33.05,60.03,20.58
2017-04-12,33.09,59.8,19.79
2017-04-13,32.91,59.54,20.27
2017-04-17,33.1,60.03,20.1
2017-04-18,32.95,59.95,20.02
2017-04-19,32.83,59.63,20.37
2017-04-20,33.24,60.05,20.17
2017-04-21,33.2,60.87,20.37
2017-04-24,33.52,61.91,20.54
2017-04-25,33.73,62.27,20.92
2017-04-26,33.53,62.18,20.68
2017-04-27,33.55,62.59,20.58
2017-04-28,33.52,62.76,20.94
2017-05-01,34.2,63.63,21.52
2017-05-02,34.42,63.53,21.26
2017-05-03,34.32,63.33,20.73
2017-05-04,34.19,63.08,19.7
2017-05-05,34.76,63.26,20.56
2017-05-08,35.7,63.2,20.48
2017-05-09,35.93,63.29,21.42
2017-05-10,35.76,63.54,21.68
2017-05-11,36.07,62.76,21.54
2017-05-12,36.57,62.69,21.65
2017-05-15,36.48,62.73,21.06
2017-05-16,36.43,63.99,21.13
2017-05-17,35.2,62.21,20.41
2017-05-18,35.74,62.42,20.87
2017-05-19,35.86,62.4,20.72
2017-05-22,36.08,63.11,20.69
2017-05-23,36.04,63.32,20.26
2017-05-24,35.93,63.4,20.68
2017-05-25,36.05,64.18,21.12
2017-05-26,35.99,64.5,21.68
2017-05-30,36.0,64.91,22.34
2017-05-31,35.79,64.39,22.73
2017-06-01,35.89,64.63,22.69
2017-06-02,36.42,66.16,22.66
2017-06-05,36.07,66.64,23.15
2017-06-06,36.19,66.86,23.52
2017-06-07,36.4,66.74,23.98
2017-06-08,36.31,66.33,24.67
2017-06-09,34.91,64.83,23.82
2017-06-12,34.07,64.33,23.93
2017-06-13,34.35,65.13,25.06
2017-06-14,34.01,64.78,25.38
2017-06-15,33.81,64.44,25.02
2017-06-16,33.33,64.53,24.76
2017-06-19,34.29,65.34,24.65
2017-06-20,33.98,64.45,24.82
2017-06-21,34.18,64.78,25.09
2017-06-22,34.12,64.77,25.51
2017-06-23,34.27,65.65,25.56
2017-06-26,34.17,65.02,25.17
2017-06-27,33.68,63.81,24.16
2017-06-28,34.17,64.35,24.75
2017-06-29,33.66,63.14,24.05
2017-06-30,33.74,63.55,24.11
2017-07-03,33.62,62.85,23.51
2017-07-05,33.76,63.69,21.81
2017-07-06,33.44,63.22,20.59
2017-07-07,33.78,64.04,20.88
2017-07-10,33.99,64.52,21.07
2017-07-11,34.1,64.53,21.81
2017-07-12,34.15,65.59,21.97
2017-07-13,34.62,66.17,21.56
2017-07-14,34.92,67.1,21.85
2017-07-17,35.04,67.62,21.3
2017-07-18,35.16,67.58,21.88
2017-07-19,35.38,68.09,21.68
2017-07-20,35.22,68.42,21.99
2017-07-21,35.21,68.03,21.89
2017-07-24,35.63,67.85,22.83
2017-07-25,35.79,68.4,22.64
2017-07-26,35.96,68.27,22.92
2017-07-27,35.28,67.45,22.3
2017-07-28,35.03,67.34,22.34
2017-07-31,34.85,67.02,21.56
2017-08-01,35.16,66.91,21.3
2017-08-02,36.82,66.62,21.73
2017-08-03,36.45,66.52,23.14
2017-08-04,36.64,67.01,23.79
2017-08-07,37.21,66.75,23.68
2017-08-08,37.51,67.11,24.35
2017-08-09,37.74,66.81,24.24
2017-08-10,36.54,65.83,23.69
2017-08-11,37.05,66.84,23.85
2017-08-14,37.6,67.84,24.25
2017-08-15,38.02,67.86,24.16
2017-08-16,37.86,68.26,24.19
2017-08-17,37.14,67.1,23.46
2017-08-18,37.05,67.19,23.16
2017-08-21,36.98,66.87,22.52
2017-08-22,37.59,67.81,22.76
2017-08-23,37.64,67.4,23.52
2017-08-24,37.47,67.37,23.53
2017-08-25,37.61,67.49,23.2
2017-08-28,37.99,67.5,23.04
2017-08-29,38.32,67.7,23.16
2017-08-30,38.43,68.59,23.55
2017-08-31,38.58,69.3,23.73
2017-09-01,38.59,68.53,23.69
2017-09-05,38.13,68.22,23.31
2017-09-06,38.09,68.03,22.97
2017-09-07,37.94,68.9,23.37
2017-09-08,37.32,68.57,22.89
2017-09-11,37.99,69.29,24.25
2017-09-12,37.84,69.22,24.18
2017-09-13,37.56,69.71,24.42
2017-09-14,37.24,69.3,25.18
2017-09-15,37.61,69.8,25.32
2017-09-18,37.33,69.66,25.67
2017-09-19,37.34,69.92,25.01
2017-09-20,36.72,69.46,24.93
2017-09-21,36.09,68.78,24.43
2017-09-22,35.73,68.97,23.41
2017-09-25,35.42,67.9,23.0
2017-09-26,36.03,67.9,23.02
2017-09-27,36.28,68.45,22.73
2017-09-28,36.06,68.46,22.64
2017-09-29,36.26,69.04,22.74
2017-10-02,36.18,69.15,22.77
2017-10-03,36.34,68.83,23.21
2017-10-04,36.11,69.22,23.67
2017-10-05,36.56,70.41,23.69
2017-10-06,36.53,70.44,23.79
2017-10-09,36.66,70.71,22.86
2017-10-10,36.68,70.71,23.71
2017-10-11,36.83,70.83,23.64
2017-10-12,36.7,71.48,23.71
2017-10-13,36.93,71.82,23.7
2017-10-16,37.61,71.97,23.37
2017-10-17,37.75,71.91,23.72
2017-10-18,37.58,71.93,23.98
2017-10-19,36.69,72.21,23.45
2017-10-20,36.76,73.04,23.01
2017-10-23,36.74,73.06,22.47
2017-10-24,36.96,73.09,22.49
2017-10-25,36.8,72.88,21.72
2017-10-26,37.03,73.0,21.74
2017-10-27,38.36,77.68,21.39
2017-10-30,39.22,77.75,21.34
2017-10-31,39.77,77.09,22.1
2017-11-01,39.26,77.09,21.41
2017-11-02,39.55,77.9,19.95
2017-11-03,40.58,77.98,20.41
2017-11-06,40.99,78.29,20.19
2017-11-07,41.12,78.1,20.4
2017-11-08,41.46,78.37,20.29
2017-11-09,41.38,77.94,20.2
2017-11-10,41.24,77.73,20.2
2017-11-13,41.07,77.79,21.03
2017-11-14,40.45,77.9,20.58
2017-11-15,39.92,77.3,20.75
2017-11-16,40.4,77.5,20.83
2017-11-17,40.17,76.76,21.0
2017-11-20,40.13,76.88,20.58
2017-11-21,40.88,77.99,21.19
2017-11-22,41.31,77.42,20.84
2017-11-24,41.31,77.56,21.04
2017-11-27,41.1,78.13,21.12
2017-11-28,40.86,79.07,21.17
2017-11-29,40.01,77.63,20.5
2017-11-30,40.57,78.41,20.59
2017-12-01,40.38,78.49,20.44
2017-12-04,40.09,75.53,20.35
2017-12-05,40.05,76.0,20.25
2017-12-06,39.9,77.11,20.88
2017-12-07,39.98,76.84,20.75
2017-12-08,39.99,78.4,21.01
2017-12-11,40.77,79.39,21.93
2017-12-12,40.54,79.72,22.74
2017-12-13,40.67,79.51,22.6
2017-12-14,40.66,78.89,22.53
2017-12-15,41.07,80.9,22.9
2017-12-18,41.65,80.46,22.59
2017-12-19,41.21,79.95,22.07
2017-12-20,41.16,79.66,21.93
2017-12-21,41.32,79.64,22.11
2017-12-22,41.32,79.65,21.68
2017-12-26,40.27,79.55,21.15
2017-12-27,40.28,79.84,20.78
2017-12-28,40.39,79.85,21.02
2017-12-29,39.96,79.68,20.76
2018-01-02,40.67,80.06,21.37
2018-01-03,40.66,80.44,21.15
2018-01-04,40.85,81.14,20.97
2018-01-05,41.32,82.15,21.11
2018-01-08,41.16,82.23,22.43
2018-01-09,41.16,82.18,22.25
2018-01-10,41.15,81.81,22.32
2018-01-11,41.38,82.05,22.53
2018-01-12,41.81,83.46,22.41
2018-01-16,41.6,82.3,22.67
2018-01-17,42.29,83.97,23.14
2018-01-18,42.32,83.93,22.97
2018-01-19,42.13,83.84,23.33
2018-01-22,41.79,85.34,23.44
2018-01-23,41.8,85.61,23.52
2018-01-24,41.13,85.53,23.06
2018-01-25,40.4,86.01,22.51
2018-01-26,40.49,87.62,22.86
2018-01-29,39.66,87.49,23.3
2018-01-30,39.42,86.39,23.05
2018-01-31,39.53,88.5,23.62
2018-02-01,39.61,87.81,23.28
2018-02-02,37.89,85.49,22.92
2018-02-05,36.95,81.97,22.21
2018-02-06,38.49,85.08,22.26
2018-02-07,37.67,83.47,23.0
2018-02-08,36.63,79.19,21.02
2018-02-09,37.08,82.14,20.69
2018-02-12,38.57,83.03,21.05
2018-02-13,38.96,83.68,21.58
2018-02-14,39.68,84.98,21.49
2018-02-15,41.01,86.71,22.27
2018-02-16,40.87,86.1,22.37
2018-02-20,40.74,86.77,22.32
2018-02-21,40.55,85.62,22.22
2018-02-22,40.89,85.84,23.08
2018-02-23,41.6,88.02,23.47
2018-02-26,42.42,89.3,23.83
2018-02-27,42.29,88.16,23.4
2018-02-28,42.22,87.75,22.87
2018-03-01,41.48,86.89,22.06
2018-03-02,41.77,87.08,22.34
2018-03-05,41.92,87.63,22.22
2018-03-06,41.88,87.33,21.88
2018-03-07,41.49,87.84,22.15
2018-03-08,41.94,88.37,21.94
2018-03-09,42.66,90.34,21.81
2018-03-12,43.08,90.56,23.03
2018-03-13,42.66,88.35,22.79
2018-03-14,42.3,87.83,21.78
2018-03-15,42.35,88.14,21.71
2018-03-16,42.2,88.53,21.42
2018-03-19,41.55,86.93,20.9
2018-03-20,41.54,87.15,20.7
2018-03-21,40.6,86.55,21.1
2018-03-22,40.03,84.03,20.61
2018-03-23,39.1,81.59,20.1
2018-03-26,40.96,87.76,20.28
2018-03-27,39.9,83.73,18.61
2018-03-28,39.46,83.65,17.19
2018-03-29,39.77,85.41,17.74
2018-04-02,39.51,82.84,16.83
2018-04-03,39.92,83.95,17.84
2018-04-04,40.68,86.41,19.13
2018-04-05,40.96,86.45,20.38
2018-04-06,39.91,84.44,19.95
2018-04-09,40.31,84.95,19.31
2018-04-10,41.07,86.92,20.31
2018-04-11,40.88,85.97,20.06
2018-04-12,41.28,87.57,19.61
2018-04-13,41.42,87.11,20.02
2018-04-16,41.68,88.13,19.41
2018-04-17,42.25,89.91,19.18
2018-04-18,42.16,90.25,19.56
2018-04-19,40.96,89.94,20.01
2018-04-20,39.28,88.9,19.35
2018-04-23,39.17,89.23,18.89
2018-04-24,38.62,87.14,18.9
2018-04-25,38.79,86.39,18.71
2018-04-26,38.93,88.21,19.03
2018-04-27,38.48,89.67,19.61
2018-04-30,39.17,87.52,19.59
2018-05-01,40.09,88.9,19.99
2018-05-02,41.86,87.51,20.08
2018-05-03,41.93,88.03,18.96
2018-05-04,43.58,89.05,19.61
2018-05-07,43.89,90.05,20.18
2018-05-08,44.1,89.66,20.13
2018-05-09,44.41,90.72,20.46
2018-05-10,45.05,91.63,20.33
2018-05-11,44.88,91.43,20.07
2018-05-14,44.77,91.74,19.46
2018-05-15,44.37,91.07,18.95
2018-05-16,44.78,91.31,19.1
2018-05-17,44.5,90.4,18.97
2018-05-18,44.34,90.57,18.45
2018-05-21,44.65,91.73,18.97
2018-05-22,44.54,91.64,18.33
2018-05-23,44.82,92.73,18.6
2018-05-24,44.77,92.4,18.52
2018-05-25,44.88,92.45,18.59
2018-05-29,44.71,92.12,18.92
2018-05-30,44.62,93.0,19.45
2018-05-31,44.47,92.9,18.98
2018-06-01,45.27,94.73,19.45
2018-06-04,45.65,95.56,19.78
2018-06-05,46.0,96.05,19.41
2018-06-06,46.16,96.33,21.3
2018-06-07,46.04,94.81,21.07
2018-06-08,45.62,95.52,21.18
2018-06-11,45.51,94.97,22.14
2018-06-12,45.76,95.22,22.85
2018-06-13,45.38,94.79,22.99
2018-06-14,45.4,95.32,23.85
2018-06-15,44.94,94.11,23.88
2018-06-18,44.91,94.8,24.72
2018-06-19,44.19,94.8,23.5
2018-06-20,44.38,95.74,24.15
2018-06-21,44.13,95.06,23.17
2018-06-22,44.0,94.37,22.24
2018-06-25,43.35,92.47,22.2
2018-06-26,43.89,93.12,22.8
2018-06-27,43.82,91.68,22.97
2018-06-28,44.14,92.7,23.33
2018-06-29,44.05,92.68,22.86
2018-07-02,44.54,94.0,22.34
2018-07-03,43.77,93.09,20.72
2018-07-05,44.12,93.76,20.61
2018-07-06,44.73,95.08,20.59
2018-07-09,45.35,95.73,21.23
2018-07-10,45.3,95.98,21.5
2018-07-11,44.71,95.85,21.26
2018-07-12,45.46,97.93,21.11
2018-07-13,45.53,99.09,21.26
2018-07-16,45.43,98.6,20.67
2018-07-17,45.56,99.58,21.51
2018-07-18,45.31,98.8,21.59
2018-07-19,45.66,98.12,21.35
2018-07-20,45.56,99.88,20.91
2018-07-23,45.6,101.48,20.21
2018-07-24,45.93,101.19,19.83
2018-07-25,46.36,104.17,20.58
2018-07-26,46.22,103.03,20.44
2018-07-27,45.45,101.21,19.81
2018-07-30,45.19,99.03,19.34
2018-07-31,45.28,99.7,19.88
2018-08-01,47.95,99.89,20.06
2018-08-02,49.35,101.1,23.3
2018-08-03,49.49,101.54,23.21
2018-08-06,49.75,101.63,22.8
2018-08-07,49.29,102.33,25.3
2018-08-08,49.32,102.91,24.69
2018-08-09,49.71,103.08,23.5
2018-08-10,49.56,102.45,23.7
2018-08-13,49.88,101.7,23.76
2018-08-14,50.09,102.97,23.18
2018-08-15,50.21,101.58,22.58
2018-08-16,50.94,101.56,22.36
2018-08-17,51.96,101.51,20.37
2018-08-20,51.45,100.84,20.56
2018-08-21,51.35,100.0,21.46
2018-08-22,51.35,101.02,21.44
2018-08-23,51.46,101.49,21.34
2018-08-24,51.62,102.28,21.52
2018-08-27,52.05,103.41,21.28
2018-08-28,52.47,104.03,20.79
2018-08-29,53.25,105.7,20.33
2018-08-30,53.74,105.63,20.21
2018-08-31,54.36,105.99,20.11
2018-09-04,54.53,105.4,19.26
2018-09-05,54.18,102.36,18.72
2018-09-06,53.28,102.6,18.73
2018-09-07,52.85,102.1,17.55
2018-09-10,52.14,103.2,19.03
2018-09-11,53.46,104.96,18.63
2018-09-12,52.79,105.4,19.37
2018-09-13,54.07,106.54,19.3
2018-09-14,53.45,106.97,19.68
2018-09-17,52.03,105.81,19.66
2018-09-18,52.12,106.82,19.0
2018-09-19,52.15,105.39,19.93
2018-09-20,52.54,107.16,19.89
2018-09-21,51.98,107.81,19.94
2018-09-24,52.73,108.2,19.98
2018-09-25,53.06,107.99,20.07
2018-09-26,52.64,107.54,20.64
2018-09-27,53.72,107.95,20.5
2018-09-28,53.91,107.91,17.65
2018-10-01,54.27,109.08,20.71
2018-10-02,54.75,108.65,20.07
2018-10-03,55.42,108.67,19.65
2018-10-04,54.45,106.42,18.79
2018-10-05,53.56,105.8,17.46
2018-10-08,53.44,104.59,16.7
2018-10-09,54.18,105.92,17.52
2018-10-10,51.67,100.17,17.13
2018-10-11,51.21,99.93,16.82
2018-10-12,53.04,103.38,17.25
2018-10-15,51.91,101.52,17.31
2018-10-16,53.05,104.73,18.44
2018-10-17,52.82,104.46,18.12
2018-10-18,51.59,102.37,17.59
2018-10-19,52.37,102.53,17.33
2018-10-22,52.69,103.44,17.4
2018-10-23,53.19,102.0,19.61
2018-10-24,51.36,96.54,19.23
2018-10-25,52.49,102.19,20.99
2018-10-26,51.65,100.92,22.06
2018-10-29,50.68,97.99,22.32
2018-10-30,50.94,97.87,21.99
2018-10-31,52.26,100.78,22.49
2018-11-01,53.07,99.94,22.95
2018-11-02,49.55,100.17,23.09
2018-11-05,48.14,101.44,22.76
2018-11-06,48.66,101.64,22.74
2018-11-07,50.14,105.64,23.21
2018-11-08,49.96,105.44,23.43
2018-11-09,49.0,103.38,23.37
2018-11-12,46.53,100.84,22.09
2018-11-13,46.07,100.9,22.58
2018-11-14,44.76,99.48,22.93
2018-11-15,45.87,101.67,23.23
2018-11-16,46.38,102.62,23.62
2018-11-19,44.54,99.15,23.56
2018-11-20,42.41,96.39,23.17
2018-11-21,42.36,97.71,22.55
2018-11-23,41.29,97.68,21.72
2018-11-26,41.85,100.9,23.07
2018-11-27,41.75,101.53,22.93
2018-11-28,43.36,105.31,23.19
2018-11-29,43.03,104.42,22.74
2018-11-30,42.8,105.09,23.37
2018-12-03,44.29,106.22,23.9
2018-12-04,42.34,102.84,23.98
2018-12-06,41.87,103.48,24.2
2018-12-07,40.38,99.34,23.86
2018-12-10,40.64,101.96,24.34
2018-12-11,40.41,102.91,24.45
2018-12-12,40.52,103.37,24.44
2018-12-13,40.97,103.72,25.12
2018-12-14,39.66,100.48,24.38
2018-12-17,39.29,97.51,23.23
2018-12-18,39.8,98.53,22.47
2018-12-19,38.56,98.26,22.2
2018-12-20,37.58,96.2,21.03
2018-12-21,36.12,93.09,21.32
2018-12-24,35.19,89.2,19.69
2018-12-26,37.66,95.3,21.74
2018-12-27,37.42,95.89,21.08
2018-12-28,37.44,95.14,22.26
2018-12-31,37.8,96.26,22.19
2019-01-02,37.84,95.83,20.67
2019-01-03,34.07,92.3,20.02
2019-01-04,35.53,96.6,21.18
2019-01-07,35.45,96.72,22.33
2019-01-08,36.13,97.42,22.36
2019-01-09,36.74,98.81,22.57
2019-01-10,36.86,98.18,23.0
2019-01-11,36.49,97.42,23.15
2019-01-14,35.95,96.71,22.29
2019-01-15,36.68,99.52,22.96
2019-01-16,37.13,99.87,23.07
2019-01-17,37.35,100.57,23.15
2019-01-18,37.58,102.07,20.15
2019-01-22,36.74,100.15,19.93
2019-01-23,36.89,101.13,19.17
2019-01-24,36.59,100.64,19.43
2019-01-25,37.81,101.56,19.8
2019-01-28,37.46,99.58,19.76
2019-01-29,37.07,97.55,19.83
2019-01-30,39.6,100.81,20.58
2019-01-31,39.89,98.97,20.47
2019-02-01,39.9,97.4,20.81
2019-02-04,41.04,100.21,20.86
2019-02-05,41.74,101.61,21.42
2019-02-06,41.75,100.48,21.15
2019-02-07,40.96,99.76,20.5
2019-02-08,41.01,100.14,20.39
2019-02-11,40.78,99.74,20.86
2019-02-12,41.13,101.3,20.79
2019-02-13,40.96,101.22,20.54
2019-02-14,41.11,101.31,20.25
2019-02-15,41.01,102.56,20.53
2019-02-19,41.14,102.51,20.38
2019-02-20,41.4,101.98,20.17
2019-02-21,41.17,104.13,19.42
2019-02-22,41.63,105.62,19.65
2019-02-25,41.93,106.21,19.92
2019-02-26,41.96,106.94,19.86
2019-02-27,42.09,106.76,20.98
2019-02-28,41.67,106.62,21.33
2019-03-01,42.11,107.1,19.65
2019-03-04,42.32,106.84,19.02
2019-03-05,42.24,106.31,18.44
2019-03-06,42.0,106.36,18.42
2019-03-07,41.52,105.06,18.44
2019-03-08,41.61,105.18,18.94
2019-03-11,43.06,107.39,19.39
2019-03-12,43.54,108.14,18.89
2019-03-13,43.73,108.97,19.26
2019-03-14,44.22,109.06,19.33
2019-03-15,44.79,110.32,18.36
2019-03-18,45.25,111.9,17.97
2019-03-19,44.89,111.97,17.83
2019-03-20,45.28,111.85,18.24
2019-03-21,46.95,114.42,18.27
2019-03-22,45.98,111.4,17.64
2019-03-25,45.42,111.98,17.36
2019-03-26,44.95,112.22,17.85
2019-03-27,45.36,111.14,18.32
2019-03-28,45.42,111.29,18.57
2019-03-29,45.71,112.25,18.66
2019-04-01,46.03,113.28,19.28
2019-04-02,46.69,113.44,19.06
2019-04-03,47.01,114.18,19.45
2019-04-04,47.1,113.6,17.85
2019-04-05,47.41,114.1,18.33
2019-04-08,48.16,114.14,18.21
2019-04-09,48.01,113.52,18.15
2019-04-10,48.28,114.39,18.4
2019-04-11,47.88,114.52,17.89
2019-04-12,47.86,115.11,17.85
2019-04-15,47.95,115.21,17.76
2019-04-16,47.95,114.94,18.22
2019-04-17,48.89,115.89,18.08
2019-04-18,49.06,117.42,18.22
2019-04-22,49.22,117.79,17.52
2019-04-23,49.93,119.39,17.59
2019-04-24,49.86,118.98,17.24
2019-04-25,49.4,122.92,16.51
2019-04-26,49.17,123.62,15.68
2019-04-29,49.24,123.51,16.1
2019-04-30,48.29,124.3,15.91
2019-05-01,50.67,121.71,15.6
2019-05-02,50.34,120.12,16.27
